,Unnamed: 0,Date,region,type,4046,4225,4770,year,TotalVolume,Price,Prop,month
2581,8197,2017-04-16,StLouis,conventional,65731.57,20965.11,237.17,2017,144788.05,1.52,0.9572253538092448,4
2741,8357,2017-04-09,TotalUS,conventional,12091315.22,10821096.24,647969.03,2017,34785712.55,1.21,0.9616445799345198,4
142,5758,2017-04-23,BaltimoreWashington,conventional,69674.09,458300.03,7322.93,2017,749186.76,1.67,0.9687859211659154,4
2131,7747,2017-10-15,Sacramento,conventional,89884.18,208158.38,800.92,2017,342218.56,1.68,0.9808283394146932,10
1076,6692,2017-09-10,Jacksonville,conventional,62701.34,11080.3,27.8,2017,117342.62,1.77,0.9662921921974348,9
871,6487,2017-07-23,HarrisburgScranton,conventional,44426.16,116786.25,100.44,2017,224207.07,1.38,0.9138470361231282,7
3254,8872,2018-01-14,Philadelphia,conventional,36351.3,232190.19,443.69,2018,419189.36,1.5,0.93250779087546,1
2851,8469,2017-02-26,WestTexNewMexico,conventional,471215.82,67019.53,15924.59,2017,864199.16,0.79,0.95676207309087,2
812,6428,2017-09-03,GreatLakes,conventional,445855.59,975125.15,235105.19,2017,2638911.89,1.73,0.9438171423452276,9
1479,7095,2017-01-29,NewOrleansMobile,conventional,208314.95,36546.78,316.0,2017,344239.35,0.97,0.9915338107071856,1
621,6237,2017-04-09,DallasFtWorth,conventional,710379.21,275048.24,8443.24,2017,1337046.52,0.9,0.9808375944243412,4
485,6101,2017-11-05,CincinnatiDayton,conventional,4581.41,121602.23,862.16,2017,320427.23,1.01,0.960436899307738,11
265,5881,2017-12-31,BuffaloRochester,conventional,5924.57,62632.07,25.0,2017,115508.29,1.27,0.9161743937720476,12
3476,9094,2018-02-25,TotalUS,conventional,13829857.87,10415463.59,724330.16,2018,40021528.76,1.06,0.9648070410411316,2
2533,8149,2017-03-12,Spokane,conventional,23152.23,30302.15,51.55,2017,132799.77,0.83,0.9635692553541312,3
3356,8974,2018-02-25,SanDiego,conventional,175663.85,163499.41,15737.33,2018,538360.91,1.07,0.9638840752855284,2
1120,6736,2017-11-12,LasVegas,conventional,57132.0,110255.0,5043.0,2017,291325.0,1.06,0.9724516700783006,11
114,5730,2017-11-05,BaltimoreWashington,conventional,93808.96,458177.74,4062.15,2017,736468.07,1.41,0.9535421626396032,11
598,6214,2017-09-17,DallasFtWorth,conventional,562493.44,181711.95,1213.92,2017,982833.04,1.24,0.9800354992662794,9
2918,8536,2018-01-14,Boston,conventional,10669.09,393026.08,2533.63,2018,533150.49,1.49,0.9476228711498024,1
423,6039,2017-01-01,Charlotte,conventional,47765.32,94571.69,15036.44,2017,217051.5,1.21,0.9677849986737356,1
2074,7690,2017-11-12,Roanoke,conventional,43121.0,31995.0,173.0,2017,126496.0,1.19,0.9369804778944132,11
2543,8159,2017-01-01,Spokane,conventional,11707.17,43700.05,511.0,2017,115041.61,0.87,0.9756600645721196,1
1253,6869,2017-05-07,Louisville,conventional,2467.22,57992.66,426.61,2017,135486.52,1.06,0.9747130677207372,5
919,6535,2017-08-27,HartfordSpringfield,conventional,4245.98,160115.84,67.41,2017,220520.33,1.78,0.940324131613968,8
3442,9060,2018-02-11,StLouis,conventional,80260.52,6205.36,372.01,2018,174606.68,1.15,0.9575936077752312,2
1494,7110,2017-10-22,NewYork,conventional,71422.68,788731.96,491.71,2017,1253047.6,1.54,0.9468965951572029,10
1733,7349,2017-04-16,Philadelphia,conventional,31877.26,220755.78,406.24,2017,390396.69,1.74,0.9380850676400152,4
2096,7712,2017-06-11,Roanoke,conventional,31085.3,50163.3,93.77,2017,155040.89,1.16,0.9488284875060616,6
2166,7782,2017-02-12,Sacramento,conventional,173371.46,188127.57,9247.17,2017,423595.21,1.08,0.9870466143160986,2
1557,7173,2017-08-13,Northeast,conventional,235128.9,2842288.75,13705.7,2017,4323440.02,1.49,0.9556345833328664,8
2879,8497,2018-02-04,Atlanta,conventional,474887.68,55158.13,1755.05,2018,957792.07,0.86,0.9877276453664979,2
985,6601,2017-05-28,Houston,conventional,627786.36,268181.39,5549.79,2017,1315258.8,0.87,0.9672103934994424,5
1861,7477,2017-11-19,Plains,conventional,963556.0,315619.0,4554.0,2017,1729745.0,1.12,0.9724935962116544,11
3322,8940,2018-02-11,RichmondNorfolk,conventional,73304.78,95360.46,1648.41,2018,292742.42,1.01,0.9419219231239244,2
1970,7586,2017-10-29,RaleighGreensboro,conventional,76356.75,82013.34,4266.3,2017,251521.91,1.48,0.9268957097311332,10
1521,7137,2017-04-16,NewYork,conventional,38975.1,775310.37,4900.16,2017,1222890.71,1.76,0.9063156435811544,4
3503,9121,2018-02-04,WestTexNewMexico,conventional,531469.08,368948.26,13078.2,2018,1272039.8,0.76,0.9867546069196343,2
2405,8021,2017-08-13,SouthCentral,conventional,2794533.52,1399558.46,22466.02,2017,6058478.32,1.05,0.9817523420459632,8
403,6019,2017-05-21,Charlotte,conventional,56077.9,87872.71,7712.06,2017,227842.05,1.5,0.9690163798190204,5
647,6263,2017-10-15,Denver,conventional,126304.77,158787.1,711.14,2017,537139.26,1.57,0.9324095371076906,10
550,6166,2017-08-13,Columbus,conventional,59728.76,19181.67,1136.45,2017,151390.04,1.52,0.9526442967210268,8
394,6010,2017-07-23,Charlotte,conventional,50924.04,75358.77,5993.87,2017,215463.51,1.39,0.9593247329442134,7
3380,8998,2018-02-25,Seattle,conventional,86796.33,173328.81,710.13,2018,636462.47,1.22,0.8577566643839875,2
2535,8151,2017-02-26,Spokane,conventional,19681.43,26454.78,531.27,2017,122591.72,0.75,0.970846426984448,2
2309,7925,2017-06-04,Seattle,conventional,110722.71,172954.89,454.68,2017,681109.55,1.21,0.9139329683646222,6
1447,7063,2017-09-10,NewOrleansMobile,conventional,123071.39,24260.85,164.0,2017,217336.35,1.62,0.9705197118971844,9
3306,8924,2018-03-11,RaleighGreensboro,conventional,106062.76,132338.25,5654.47,2018,384595.79,1.2,0.9651918059890028,3
2469,8085,2017-05-28,Southeast,conventional,2252109.64,450910.1,5062.46,2017,3916908.69,1.38,0.978926531925464,5
3123,8741,2018-01-07,LasVegas,conventional,78921.42,113033.07,7515.77,2018,345809.34,1.05,0.971094406192371,1
19,5635,2017-08-20,Albany,conventional,1553.71,59028.13,130.14,2017,74620.33,1.61,0.9665293731277784,8
1781,7397,2017-05-21,PhoenixTucson,conventional,511917.03,268221.34,14020.29,2017,1163735.54,0.74,0.9922188611933066,5
876,6492,2017-06-18,HarrisburgScranton,conventional,45186.48,131057.91,86.44,2017,238389.11,1.5,0.955492573711964,6
2727,8343,2017-07-16,TotalUS,conventional,11155465.9,11202844.97,756103.12,2017,32455047.11,1.33,0.9658262326621366,7
1627,7243,2017-04-16,NorthernNewEngland,conventional,11163.07,314450.49,2270.89,2017,417480.41,1.46,0.9642113675438336,4
2222,7838,2017-01-22,SanDiego,conventional,313593.77,174728.8,15139.2,2017,695873.15,0.74,0.9846575268885976,1
1836,7452,2017-05-07,Pittsburgh,conventional,107597.81,50334.69,3681.75,2017,214738.04,1.03,0.9660859525618404,5
1512,7128,2017-06-18,NewYork,conventional,55732.76,765117.64,3600.65,2017,1242160.85,1.82,0.8819227598466529,6
747,6363,2017-11-26,GrandRapids,conventional,1864.0,50330.0,11404.0,2017,96700.0,1.65,0.94040003275354,11
830,6446,2017-04-30,GreatLakes,conventional,633332.25,1431880.81,277355.63,2017,3584134.9,1.38,0.9617340866214866,4
2626,8242,2017-06-11,Syracuse,conventional,1072.14,42974.8,113.4,2017,58542.16,1.66,0.9503814941218622,6
433,6049,2017-10-29,Chicago,conventional,117423.1,268773.52,88632.79,2017,551605.92,1.94,0.9397998067297564,10
1833,7449,2017-05-28,Pittsburgh,conventional,60061.87,29709.54,1890.54,2017,143674.94,1.32,0.9551662365563662,5
2415,8031,2017-06-04,SouthCentral,conventional,3465782.2,1015653.58,20437.22,2017,6585882.05,0.93,0.97094216879365,6
1786,7402,2017-04-16,PhoenixTucson,conventional,621533.02,193885.09,19435.79,2017,1255293.53,0.73,0.9873971356053758,4
36,5652,2017-04-23,Albany,conventional,4437.5,61512.84,84.45,2017,89327.1,1.34,0.9771634102611504,4
3282,8900,2018-03-11,Plains,conventional,917962.76,512519.24,7989.48,2018,2152113.24,1.15,0.9673558579642124,3
2622,8238,2017-07-09,Syracuse,conventional,1001.92,45176.42,381.6,2017,77529.57,1.38,0.9652666425379794,7
3132,8750,2018-01-28,LosAngeles,conventional,1134192.09,707838.42,81296.65,2018,2893717.97,1.08,0.9675578564708504,1
1608,7224,2017-08-27,NorthernNewEngland,conventional,11729.61,202013.68,1677.75,2017,277558.13,1.83,0.9375726002121072,8
826,6442,2017-05-28,GreatLakes,conventional,580440.94,1365403.08,269625.44,2017,3562841.46,1.37,0.9568524921084623,5
3035,8653,2018-02-04,GrandRapids,conventional,4371.02,193222.08,143538.35,2018,408921.57,0.88,0.9800589964873844,2
783,6399,2017-03-19,GrandRapids,conventional,1749.65,70210.67,23436.73,2017,141712.21,1.73,0.9833793372261252,3
1372,6988,2017-02-05,Midsouth,conventional,1220323.46,2257429.97,108936.31,2017,4703681.01,0.95,0.9789487233737624,2
973,6589,2017-08-20,Houston,conventional,458024.37,216584.11,1575.76,2017,1096227.54,1.01,0.9829780491684708,8
217,5833,2017-11-26,Boston,conventional,10677.0,304833.0,2073.0,2017,423778.0,1.39,0.9515266958408491,11
2055,7671,2017-03-19,RichmondNorfolk,conventional,66618.17,101944.33,2551.0,2017,250471.76,1.29,0.9556886310710287,3
3371,8989,2018-02-04,SanFrancisco,conventional,459981.14,1113987.54,2886.78,2018,1706251.05,0.84,0.9838149523313192,2
306,5922,2017-03-19,BuffaloRochester,conventional,1917.68,72621.77,74.38,2017,151459.46,1.54,0.9766899404640036,3
1906,7522,2017-01-08,Plains,conventional,915300.05,479607.98,5628.26,2017,1890389.78,1.06,0.9710739076768272,1
1331,6947,2017-11-19,Midsouth,conventional,567752.0,938850.0,16827.0,2017,2462798.0,1.3,0.9576217651786184,11
3152,8770,2018-02-25,MiamiFtLauderdale,conventional,420401.52,51048.05,1505.14,2018,647233.53,1.36,0.9835547437630708,2
3309,8927,2018-02-18,RaleighGreensboro,conventional,78221.45,101748.26,5439.47,2018,302077.06,1.29,0.9549791004608718,2
3067,8685,2018-03-04,HartfordSpringfield,conventional,15615.69,347650.33,272.95,2018,432095.58,1.17,0.9399435819251764,3
1238,6854,2017-08-20,Louisville,conventional,2852.34,35594.01,148.97,2017,88644.49,1.56,0.9660442404927274,8
1411,7027,2017-05-14,Nashville,conventional,124825.7,7630.5,100.44,2017,225323.91,1.02,0.932672032928563,5
2646,8262,2017-01-22,Syracuse,conventional,1341.0,52570.04,16.27,2017,79859.72,1.52,0.9769895282161462,1
1925,7541,2017-09-03,Portland,conventional,113711.41,118369.81,14533.01,2017,415130.61,1.76,0.9597317600718976,9
244,5860,2017-05-21,Boston,conventional,5555.84,441357.29,3222.88,2017,572421.46,1.69,0.9627207108796899,5
544,6160,2017-09-24,Columbus,conventional,53450.48,16472.11,904.63,2017,120872.81,1.69,0.920153302030426,9
1972,7588,2017-10-15,RaleighGreensboro,conventional,72524.24,89294.26,5003.35,2017,243992.86,1.63,0.9484111432863392,10
1250,6866,2017-05-28,Louisville,conventional,2098.77,48808.39,305.78,2017,111487.07,1.08,0.9616030911491551,5
2181,7797,2017-11-05,SanDiego,conventional,162044.55,219943.83,17093.91,2017,493425.51,1.04,0.9677330282248848,11
1118,6734,2017-11-26,LasVegas,conventional,52245.0,75503.0,4316.0,2017,205033.0,1.16,0.9688161346847828,11
2726,8342,2017-07-23,TotalUS,conventional,11391055.98,11339580.43,612242.37,2017,32608301.51,1.31,0.9641020138461426,7
1357,6973,2017-05-21,Midsouth,conventional,740206.13,1308057.07,32390.63,2017,3232304.82,1.34,0.965110666928038,5
2086,7702,2017-08-20,Roanoke,conventional,28139.26,35074.05,64.13,2017,123267.26,1.41,0.9387677825891296,8
626,6242,2017-03-05,DallasFtWorth,conventional,558906.77,208324.3,39374.94,2017,1105083.35,0.93,0.976652777295994,3
2017,7633,2017-12-10,RichmondNorfolk,conventional,66481.28,75996.96,1058.89,2017,253167.21,1.04,0.9533584650386752,12
1963,7579,2017-12-17,RaleighGreensboro,conventional,79511.53,70218.88,3459.14,2017,253164.73,1.24,0.959342319389164,12
1746,7362,2017-01-15,Philadelphia,conventional,16847.12,282239.77,8983.4,2017,435740.48,1.44,0.9742028359434974,1
3430,9048,2018-02-11,Spokane,conventional,25569.06,24035.03,453.07,2018,95011.27,1.16,0.9586389305118656,2
2546,8162,2017-12-17,StLouis,conventional,70752.06,5892.57,273.79,2017,154325.75,1.17,0.9628481849877396,12
1813,7429,2017-10-15,Pittsburgh,conventional,34869.71,21509.86,1142.62,2017,97962.05,1.56,0.8828032869585937,10
1352,6968,2017-06-25,Midsouth,conventional,673327.18,1319522.05,27318.06,2017,3147519.14,1.27,0.9617928104989942,6
2674,8290,2017-07-16,Tampa,conventional,209888.73,40717.65,137.3,2017,309815.95,1.5,0.9887483486071876,7
933,6549,2017-05-21,HartfordSpringfield,conventional,10370.09,208423.4,169.35,2017,279086.43,1.8,0.9580035251850124,5
250,5866,2017-04-09,Boston,conventional,5715.72,450287.22,3497.44,2017,629799.49,1.53,0.9736670768295372,4
684,6300,2017-01-29,Denver,conventional,172614.57,214811.63,14725.98,2017,887964.38,1.05,0.9797625350942564,1
1134,6750,2017-08-06,LasVegas,conventional,114985.35,53059.42,7126.4,2017,283779.47,1.3,0.9655530858866144,8
1263,6879,2017-02-26,Louisville,conventional,2181.83,59928.42,578.39,2017,106098.37,0.95,0.9508704317412416,2
2565,8181,2017-08-06,StLouis,conventional,73948.62,18312.07,174.67,2017,163833.23,1.49,0.9487603092331268,8
398,6014,2017-06-25,Charlotte,conventional,53140.24,72807.06,5877.63,2017,211639.6,1.33,0.9574557506129784,6
1233,6849,2017-09-24,Louisville,conventional,2256.64,25575.25,82.79,2017,59540.52,1.88,0.9347444491594672,9
214,5830,2017-12-17,Boston,conventional,10139.25,413484.37,3836.18,2017,516770.62,1.28,0.9540223160500064,12
2813,8429,2017-12-03,WestTexNewMexico,conventional,359419.0,224516.0,6690.0,2017,799879.0,0.85,0.983125381717761,12
878,6494,2017-06-04,HarrisburgScranton,conventional,50484.86,118452.04,139.39,2017,247060.03,1.55,0.9567368793830509,6
1458,7074,2017-06-25,NewOrleansMobile,conventional,168867.39,19760.58,104.95,2017,293079.22,1.3,0.9956426420189084,6
139,5755,2017-05-14,BaltimoreWashington,conventional,67663.32,394707.17,6178.07,2017,731952.61,1.59,0.9667407627222604,5
456,6072,2017-05-21,Chicago,conventional,67698.15,496380.19,123099.28,2017,764241.14,1.64,0.944868891353345,5
2869,8487,2018-01-21,Albany,conventional,3133.37,116520.88,88.78,2018,135196.35,1.69,0.9758447366010626,1
1291,6907,2017-08-20,MiamiFtLauderdale,conventional,317677.27,56349.59,184.51,2017,468514.7,1.7,0.9903407079447734,8
1685,7301,2017-03-12,Orlando,conventional,163532.82,41183.06,75.44,2017,290011.0,1.52,0.9872650028205772,3
3288,8906,2018-01-28,Plains,conventional,1387712.4,515698.93,6371.3,2018,2533937.56,0.99,0.9780303571892702,1
1593,7209,2017-12-10,NorthernNewEngland,conventional,9450.19,265318.32,1317.74,2017,364577.18,1.29,0.9383360844310312,12
1146,6762,2017-05-14,LasVegas,conventional,125448.07,75420.31,7459.78,2017,399525.37,0.98,0.9801521609841978,5
1338,6954,2017-10-01,Midsouth,conventional,484618.58,1130202.23,20147.99,2017,2443800.39,1.64,0.942521955709528,10
2461,8077,2017-07-23,Southeast,conventional,2109070.98,533696.3,3991.94,2017,3580363.85,1.36,0.9784615386549405,7
1319,6935,2017-02-05,MiamiFtLauderdale,conventional,689710.71,281503.4,629.67,2017,1254201.12,0.87,0.9971168148972268,2
702,6318,2017-10-01,Detroit,conventional,56101.34,24145.02,19204.17,2017,215840.47,1.88,0.9084421593518728,10
901,6517,2017-12-31,HartfordSpringfield,conventional,4805.09,183945.55,178.97,2017,245203.25,1.42,0.9406473217359808,12
1745,7361,2017-01-22,Philadelphia,conventional,18201.14,287008.11,58242.14,2017,489345.23,1.51,0.9795818795103544,1
3484,9102,2018-03-25,West,conventional,2567279.74,1912986.38,118289.91,2018,7667064.46,0.93,0.9657727230221356,3
2916,8534,2018-01-28,Boston,conventional,14384.54,680080.04,2656.9,2018,800274.4,1.22,0.9628858381889756,1
2144,7760,2017-07-16,Sacramento,conventional,159107.69,257399.67,4592.03,2017,461109.34,1.58,0.9890535588358371,7
108,5724,2017-12-17,BaltimoreWashington,conventional,67126.05,369810.83,2933.76,2017,628735.17,1.44,0.947865575726929,12
2744,8360,2017-03-19,TotalUS,conventional,10975689.78,9622711.73,638217.85,2017,31595125.23,1.25,0.9609473210529348,3
3271,8889,2018-03-04,Pittsburgh,conventional,35950.34,14351.56,954.03,2018,120612.82,1.23,0.90122455628188,3
506,6122,2017-06-11,CincinnatiDayton,conventional,7487.38,85499.13,1348.66,2017,365008.71,0.87,0.895661858565902,6
1441,7057,2017-10-22,NewOrleansMobile,conventional,159833.64,24349.84,1576.11,2017,269443.25,1.26,0.9873338511301436,10
470,6086,2017-02-12,Chicago,conventional,144293.33,454380.75,187793.92,2017,874349.55,1.05,0.9605914082049876,2
2742,8358,2017-04-02,TotalUS,conventional,12245520.55,9733584.68,624709.69,2017,34468017.36,1.21,0.9585050127093659,4
1637,7253,2017-02-05,NorthernNewEngland,conventional,23160.46,625037.0,4984.23,2017,701706.0,1.13,0.9847587813503074,2
3261,8879,2018-02-18,PhoenixTucson,conventional,923293.0,242108.74,12876.81,2018,1544983.15,0.59,0.9882393122111988,2
601,6217,2017-08-27,DallasFtWorth,conventional,631381.37,186107.13,1463.79,2017,1090966.44,1.13,0.9813706022157708,8
541,6157,2017-10-15,Columbus,conventional,47436.39,16441.16,663.58,2017,109664.86,1.71,0.9109830563497714,10
3439,9057,2018-03-04,StLouis,conventional,67717.05,9189.29,437.35,2018,172050.58,1.32,0.9616668209352792,3
611,6227,2017-06-18,DallasFtWorth,conventional,734956.89,307811.08,4290.6,2017,1441940.59,0.9,0.981695993818846,6
721,6337,2017-05-21,Detroit,conventional,71333.9,44186.58,36112.15,2017,307674.16,1.32,0.9572781621005608,5
1890,7506,2017-04-30,Plains,conventional,1092962.79,415847.89,7112.21,2017,2080438.13,1.19,0.9675686773975772,4
425,6041,2017-12-24,Chicago,conventional,83138.48,417905.67,116405.91,2017,707646.11,1.36,0.9561618494391834,12
3435,9053,2018-01-07,Spokane,conventional,27224.55,21852.06,487.93,2018,85027.89,1.18,0.9573401653741184,1
1837,7453,2017-04-30,Pittsburgh,conventional,101894.13,53722.34,3641.61,2017,205559.96,1.05,0.9540829616047906,4
3266,8884,2018-01-14,PhoenixTucson,conventional,628591.78,284087.44,15249.83,2018,1354912.98,0.81,0.990124166914116,1
2235,7851,2017-10-29,SanFrancisco,conventional,197107.52,428002.14,4543.85,2017,716567.05,1.56,0.9729118618222408,10
1551,7167,2017-09-24,Northeast,conventional,264819.64,2218374.38,6873.95,2017,3424954.07,1.59,0.9306402709960818,9
2641,8257,2017-02-26,Syracuse,conventional,1108.5,40969.38,4.3,2017,60421.42,1.57,0.978365546149772,2
1234,6850,2017-09-17,Louisville,conventional,2265.55,31173.61,79.54,2017,68830.07,1.73,0.9479536383244472,9
130,5746,2017-07-16,BaltimoreWashington,conventional,64407.19,415327.9,5640.71,2017,670476.49,1.48,0.9463890413876298,7
1765,7381,2017-09-10,PhoenixTucson,conventional,397475.35,129503.24,3441.71,2017,727628.13,1.2,0.9838999569824091,9
1222,6838,2017-12-10,Louisville,conventional,6065.04,37048.51,147.89,2017,100072.52,1.01,0.9757123266501598,12
505,6121,2017-06-18,CincinnatiDayton,conventional,4452.82,110401.61,2143.52,2017,281486.15,1.09,0.9393648059720778,6
2636,8252,2017-04-02,Syracuse,conventional,2542.88,40061.88,8.0,2017,75253.52,1.6,0.9788145023217956,4
2895,8513,2018-01-07,BaltimoreWashington,conventional,89883.07,466602.79,4167.07,2018,771313.78,1.5,0.9036046762563422,1
1273,6889,2017-12-24,MiamiFtLauderdale,conventional,336796.77,44094.52,4987.95,2017,506569.1,1.45,0.9835682818596344,12
994,6610,2017-03-26,Houston,conventional,663134.3,182628.92,5896.58,2017,1074520.66,0.83,0.9458195675734464,3
2980,8598,2018-03-25,Columbus,conventional,77671.02,21732.24,3272.61,2018,264778.18,0.96,0.9596776058390899,3
1362,6978,2017-04-16,Midsouth,conventional,618949.71,1222427.88,31587.43,2017,2965083.46,1.43,0.9573758437141651,4
125,5741,2017-08-20,BaltimoreWashington,conventional,58935.48,417107.93,5204.71,2017,691636.14,1.57,0.946448600940578,8
3093,8711,2018-02-18,Indianapolis,conventional,48716.42,27782.65,4155.93,2018,186523.76,0.91,0.9614500427958292,2
1539,7155,2017-12-17,Northeast,conventional,224383.39,2159906.12,10505.68,2017,3504253.8,1.35,0.9403567733746444,12
25,5641,2017-07-09,Albany,conventional,2899.46,81929.02,494.51,2017,101331.41,1.52,0.9817554721714998,7
311,5927,2017-02-12,BuffaloRochester,conventional,1773.3,71050.71,110.87,2017,135286.7,1.56,0.9741175359186252,2
3233,8851,2018-03-18,Orlando,conventional,333194.13,32206.33,1543.14,2018,508979.43,1.11,0.9766641706036074,3
1402,7018,2017-07-16,Nashville,conventional,93140.13,32246.58,206.54,2017,212210.95,1.18,0.9615296957790028,7
2420,8036,2017-04-30,SouthCentral,conventional,3221294.56,1692107.7,38275.59,2017,7483931.18,0.86,0.9833668950448222,4
1323,6939,2017-01-08,MiamiFtLauderdale,conventional,209904.22,121128.25,293.18,2017,522278.22,1.4,0.9882412177350052,1
87,5703,2017-05-07,Atlanta,conventional,377225.07,72058.11,248.63,2017,726726.65,1.1,0.9755293274075982,5
2183,7799,2017-10-22,SanDiego,conventional,130818.62,123575.63,17091.4,2017,343882.42,1.57,0.9635400933446012,10
603,6219,2017-08-13,DallasFtWorth,conventional,677058.95,260341.69,2582.06,2017,1263766.23,1.0,0.9853215829256344,8
2194,7810,2017-08-06,SanDiego,conventional,191792.73,140575.29,21769.92,2017,476535.85,1.34,0.9734806239326864,8
1806,7422,2017-12-03,Pittsburgh,conventional,36640.0,20642.0,1451.0,2017,93898.0,1.18,0.8838251562704871,12
3081,8699,2018-02-18,Houston,conventional,931553.8,160780.41,4045.42,2018,1572064.61,0.68,0.9806442871337464,2
3172,8790,2018-03-25,Nashville,conventional,125788.54,10713.8,334.61,2018,306280.52,0.95,0.9768741044950516,3
441,6057,2017-09-03,Chicago,conventional,65246.8,343566.36,114879.68,2017,614460.2,2.0,0.9682768033424716,9
100,5716,2017-02-05,Atlanta,conventional,442152.5,167181.75,412.85,2017,888094.87,0.83,0.9892121123390558,2
2915,8533,2018-02-04,Boston,conventional,21309.4,566751.03,3293.87,2018,725934.21,1.39,0.9616701177326024,2
2013,7629,2017-01-01,RaleighGreensboro,conventional,74754.07,125855.56,13633.95,2017,283434.01,1.18,0.9724220039761592,1
2699,8315,2017-01-22,Tampa,conventional,178179.3,151852.98,116.5,2017,547800.42,1.0,0.9874901604828914,1
2648,8264,2017-01-08,Syracuse,conventional,1221.37,41382.49,11.79,2017,67353.38,1.43,0.9649903040175823,1
864,6480,2017-09-10,HarrisburgScranton,conventional,32675.66,97799.79,61.9,2017,180874.92,1.51,0.8800026194533235,9
981,6597,2017-06-25,Houston,conventional,569850.04,285476.88,2928.68,2017,1352318.9,0.82,0.9748635631802602,6
810,6426,2017-09-17,GreatLakes,conventional,421369.74,851995.69,199189.12,2017,2358162.43,1.86,0.9394877352547516,9
2623,8239,2017-07-02,Syracuse,conventional,1523.49,47455.14,253.64,2017,71770.39,1.42,0.966231229979958,7
2518,8134,2017-06-25,Spokane,conventional,22126.81,27886.74,69.45,2017,103925.6,1.12,0.9686104907203597,6
685,6301,2017-01-22,Denver,conventional,149313.21,268029.66,13355.19,2017,906838.4,1.03,0.9687192664580362,1
3114,8732,2018-03-11,LasVegas,conventional,61233.57,91407.22,8059.72,2018,298805.55,1.18,0.9558777214537684,3
